tweet_id,timestamp,text,img_num,rating_numerator,rating_denominator,name,stage,likes,retweets,prediction_breed,prediction_confidence,followers,expanded_urls,jpg_url,source
890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek,1,13,10,Koda,None,28944,6730,Samoyed,0.957979,8744532,https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy,1,13,10,Bruno,None,26299,4575,French bulldog,0.377417,8744532,https://twitter.com/dog_rates/status/889880896479866881/photo/1,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
889665388333682689,2017-07-25 01:55:32,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10,1,13,10,None,puppo,45342,9179,Pembroke,0.966327,8744532,https://twitter.com/dog_rates/status/889665388333682689/photo/1,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist,1,12,10,Ted,None,25529,4123,French bulldog,0.99165,8744532,https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
889531135344209921,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,1,13,10,Stuart,puppo,14272,2069,Golden retriever,0.953442,8744532,https://twitter.com/dog_rates/status/889531135344209921/photo/1,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,1,13,10,Oliver,None,23771,4895,Whippet,0.626152,8744532,https://twitter.com/dog_rates/status/889278841981685760/video/1,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,1,12,10,Jim,None,27483,4132,Golden retriever,0.714719,8744532,https://twitter.com/dog_rates/status/888917238123831296/photo/1,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,1,13,10,Zeke,None,24140,3901,Golden retriever,0.46976,8744532,https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,3,13,10,Ralphus,None,18643,3195,Siberian husky,0.700377,8744532,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,1,12,10,Gerald,None,20545,3174,French bulldog,0.995026,8744532,https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,1,13,10,Jeffrey,None,28511,4935,Basset,0.821664,8744533,https://twitter.com/dog_rates/status/887705289381826560/photo/1,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),1,14,10,Noneuch,None,43734,10798,Undefined,Undefined,8744533,https://twitter.com/dog_rates/status/887517139158093824/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,2,13,10,Canela,None,64939,16533,Pembroke,0.809197,8744533,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),1,13,10,None,None,31736,9608,Mexican hairless,0.330741,8744533,https://twitter.com/dog_rates/status/887343217045368832/video/1,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,1,12,10,None,None,28891,5466,Samoyed,0.733942,8744533,https://twitter.com/dog_rates/status/887101392804085760/photo/1,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,2,13,10,Maya,None,33006,7050,Chihuahua,0.793469,8744533,https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff",1,13,10,Mingus,None,11318,2949,Kuvasz,0.309706,8744533,https://www.gofundme.com/mingusneedsus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,1,13,10,Derek,None,21198,4096,Undefined,Undefined,8744533,https://twitter.com/dog_rates/status/886680336477933568/photo/1,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,1,12,10,Roscoe,pupper,19960,2909,French bulldog,0.999201,8744533,https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,1,13,10,Waffles,None,26417,5795,Pug,0.943575,8744533,https://twitter.com/dog_rates/status/886258384151887873/photo/1,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,1,12,10,Jimbo,None,30733,6167,Blenheim spaniel,0.972494,8744533,https://twitter.com/dog_rates/status/885984800019947520/photo/1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,1,13,10,Maisey,None,33928,5861,Pug,0.369275,8744533,https://twitter.com/dog_rates/status/885528943205470208/photo/1,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,4,13,10,None,None,20667,4016,Malamute,0.8124819999999999,8744533,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",1,12,10,Earl,None,72862,16623,Italian greyhound,0.259916,8744533,https://twitter.com/dog_rates/status/884925521741709313/photo/1,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,1,13,10,Lola,None,26278,5130,Chow,0.822103,8744533,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,1,13,10,Kevin,None,22925,4313,Pug,0.5464060000000001,8744533,https://twitter.com/dog_rates/status/884562892145688576/photo/1,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",1,14,10,None,None,25542,5221,Pembroke,0.993225,8744533,https://twitter.com/dog_rates/status/884441805382717440/photo/1,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,1,12,10,Yogi,doggo,19253,2743,German shepherd,0.707046,8744533,https://twitter.com/dog_rates/status/884162670584377345/photo/1,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,1,12,10,Noah,None,20617,3156,Doberman,0.610946,8744533,https://twitter.com/dog_rates/status/883838122936631299/photo/1,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",1,5,10,Bella,None,43249,9069,Golden retriever,0.943082,8744533,https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,1,13,10,Grizzwald,floofer,21413,3402,Chow,0.987997,8744533,https://twitter.com/dog_rates/status/883360690899218434/photo/1,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",2,13,10,None,None,35006,6090,Golden retriever,0.949562,8744533,https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,1,13,10,Rusty,None,22550,3574,Eskimo dog,0.466778,8744533,https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,1,12,10,Gus,pupper,26689,4491,Labrador retriever,0.85005,8744533,https://twitter.com/dog_rates/status/882762694511734784/photo/1,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),1,13,10,Stanley,None,26407,5583,Pembroke,0.542982,8744533,https://twitter.com/dog_rates/status/882627270321602560/photo/1,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,1,13,10,Alfy,None,42316,10630,Golden retriever,0.762211,8744533,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",1,13,10,Koko,None,27666,4491,Undefined,Undefined,8744533,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,1,12,10,Rey,None,22966,3118,Weimaraner,0.291539,8744533,https://twitter.com/dog_rates/status/881906580714921986/photo/1,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,1,13,10,Gary,None,47793,9815,Saluki,0.529012,8744533,https://twitter.com/dog_rates/status/881666595344535552/photo/1,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",1,14,10,None,pupper,46679,14669,Samoyed,0.281463,8744533,https://twitter.com/dog_rates/status/881536004380872706/video/1,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,1,12,10,Elliot,None,21912,4831,Undefined,Undefined,8744533,https://twitter.com/dog_rates/status/881268444196462592/photo/1,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,1,13,10,Louis,None,16117,2563,Undefined,Undefined,8744533,https://twitter.com/dog_rates/status/880935762899988482/photo/1,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,1,12,10,None,None,20100,3518,Pembroke,0.791416,8744533,https://twitter.com/dog_rates/status/880872448815771648/photo/1,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,1,12,10,Bella,None,26906,5727,Golden retriever,0.913255,8744533,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,1,12,10,Jesse,None,25488,3828,Chihuahua,0.238525,8744533,https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,1,11,10,None,None,26079,3990,Miniature pinscher,0.120298,8744533,https://twitter.com/dog_rates/status/880095782870896641/photo/1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,3,13,10,Romeo,None,21121,3214,Basset,0.813507,8744533,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,1,12,10,Bailey,None,22162,2929,German short-haired pointer,0.479896,8744533,https://twitter.com/dog_rates/status/879492040517615616/photo/1,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),1,13,10,Duddles,None,99891,40851,English springer,0.383404,8744533,https://twitter.com/dog_rates/status/879415818425184262/video/1,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,1,12,10,Jack,None,15870,2872,Undefined,Undefined,8744533,https://twitter.com/dog_rates/status/879376492567855104/photo/1,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,1,11,10,Steven,None,21287,4310,Undefined,Undefined,8744533,https://twitter.com/dog_rates/status/879050749262655488/photo/1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,1,13,10,Beau,None,17940,2471,Vizsla,0.960513,8744533,https://twitter.com/dog_rates/status/879008229531029506/photo/1,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,2,13,10,Snoopy,puppo,18293,3758,Italian greyhound,0.734684,8744533,https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY",1,13,10,Shadow,None,7303,1186,Basset,0.32042,8744533,https://www.gofundme.com/3yd6y1c,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,1,14,10,Emmy,None,39780,6254,French bulldog,0.839097,8744533,https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,2,13,10,Aja,None,75027,17461,Chesapeake Bay retriever,0.8379559999999999,8744533,https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
